"阶段ID","技能描述（策划）","阶段类型","执行方式","播放延时","动作类型","动作最长时间","移动类型","同步保护","目的x","目的y","残影对象编号","残影对象透明度","移动时间","特效类型","特效位置类型","有痕迹","有方向","特效名","特效图层","音效","结果类型","执行结果最长时间","结果受击复位时间","瞬移类型","瞬移时间","保留","瞬移最长时间","多结果标示"
"13000141","多重打击5-残影移动","1","1","400","0","0","0","1","0","5","5","0","180","0","5","0","0",,"0",,"0","130","50","0","0","0","0","1"
"13000142","多重打击5-弓箭特效移动","2","1","400","0","0","0","0","0","0","5","0","1","0","0","0","1","geffect/skill/mt_yuanchengpugong/mt_yuanchengpugong_","1",,"0","130","50","0","0","0","0","1"
"13000143","多重打击5-残影消失","1","1","580","0","0","3","0","0","0","5","0","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000144","多重打击5-受击特效","2","1","500","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13000145","多重打击5-受击结算","4","1","580","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","780","200","0","0","0","0","1"
"13000146","多重打击5-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000150","多重打击6-攻击动作","0","1","0","42","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000151","多重打击6-残影移动","1","1","400","0","0","0","1","0","5","6","0","180","0","5","0","0",,"0",,"0","130","50","0","0","0","0","1"
"13000152","多重打击6-弓箭特效移动","2","1","400","0","0","0","0","0","0","6","0","1","0","0","0","1","geffect/skill/mt_yuanchengpugong/mt_yuanchengpugong_","1",,"0","130","50","0","0","0","0","1"
"13000153","多重打击6-残影消失","1","1","580","0","0","3","0","0","0","6","0","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000154","多重打击6-受击特效","2","1","500","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13000155","多重打击6-受击结算","4","1","580","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","780","200","0","0","0","0","1"
"13000156","多重打击6-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000160","多重打击虚弱休息-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"13000200","穿刺打击1-攻击动作","0","1","0","42","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000201","穿刺打击1-残影移动","1","1","400","0","0","0","1","0","5","1","0","180","0","5","0","0",,"0",,"0","130","50","0","0","0","0","1"
"13000202","穿刺打击1-弓箭特效移动","2","1","400","0","0","0","0","0","0","1","0","1","0","0","0","1","geffect/skill/mt_yuanchengpugong/mt_yuanchengpugong_","1",,"0","130","50","0","0","0","0","1"
"13000203","穿刺打击1-残影消失","1","1","580","0","0","3","0","0","0","1","0","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000204","穿刺打击1-受击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_lr_3/mt3_lr_3_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13000205","穿刺打击1-受击结算","4","1","580","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","780","200","0","0","0","0","1"
"13000206","穿刺打击1-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000300","野性召唤-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000301","野性召唤-施法特效上","2","1","500","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_lr_4/mt3_lr_4_shang_","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13000302","野性召唤-施法特效上","2","1","500","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_lr_4/mt3_lr_4_xia_","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"13000303","野性召唤-结算","4","1","2000","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2200","200","0","0","0","0","1"
"13000400","生命献祭1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000401","生命献祭1-施法特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_lr_5/mt3_lr_5_mingzhong","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13000402","生命献祭1-结算","4","1","1400","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1600","200","0","0","0","0","1"
"13000410","生命献祭-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_lr_5/mt3_lr_5_shifa_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13000411","生命献祭-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_lr_5/mt3_lr_5_shifa_xia","-2","feilongzaitian","0","0","200","0","0","0","0","1"
"13000412","生命献祭2-结算","4","0","1400","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1600","200","0","0","0","0","1"
"13000500","精准打击-施法特效","2","0","0","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_lr_6/mt3_lr_6_mingzhong","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13000501","精准打击1-攻击动作","0","1","500","42","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000502","精准打击1-残影移动","1","1","900","0","0","0","1","0","5","1","0","180","0","5","0","0",,"0",,"0","130","50","0","0","0","0","1"
"13000503","精准打击1-弓箭特效移动","2","1","900","0","0","0","0","0","0","1","0","1","0","0","0","1","geffect/skill/mt3_lr_6/mt3_lr_6_jian_","1",,"0","130","50","0","0","0","0","1"
"13000504","精准打击1-残影消失","1","1","1080","0","0","3","0","0","0","1","0","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000505","多重打击1-受击特效","2","1","1000","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_lr_6/mt3_lr_6_shouji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13000506","精准打击1-受击结算","4","1","1080","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1280","200","0","0","0","0","1"
"13000507","精准打击1-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000510","精准打击2-攻击动作","0","1","0","42","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000511","精准打击2-残影移动","1","1","400","0","0","0","1","0","5","2","0","180","0","5","0","0",,"0",,"0","130","50","0","0","0","0","1"
"13000512","精准打击2-弓箭特效移动","2","1","400","0","0","0","0","0","0","2","0","1","0","0","0","1","geffect/skill/mt3_lr_6/mt3_lr_6_jian_","1",,"0","130","50","0","0","0","0","1"
"13000513","精准打击2-残影消失","1","1","580","0","0","3","0","0","0","2","0","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000514","多重打击2-受击特效","2","1","500","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_lr_6/mt3_lr_6_shouji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13000515","精准打击2-受击结算","4","1","580","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","780","200","0","0","0","0","1"
"13000516","精准打击2-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000520","精准打击3-攻击动作","0","1","0","42","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000521","精准打击3-残影移动","1","1","400","0","0","0","1","0","5","3","0","180","0","5","0","0",,"0",,"0","130","50","0","0","0","0","1"
"13000522","精准打击3-弓箭特效移动","2","1","400","0","0","0","0","0","0","3","0","1","0","0","0","1","geffect/skill/mt3_lr_6/mt3_lr_6_jian_","1",,"0","130","50","0","0","0","0","1"
"13000523","精准打击3-残影消失","1","1","580","0","0","3","0","0","0","3","0","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000524","多重打击3-受击特效","2","1","500","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_lr_6/mt3_lr_6_shouji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13000525","精准打击3-受击结算","4","1","580","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","780","200","0","0","0","0","1"
"13000526","精准打击3-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000530","精准打击4-攻击动作","0","1","0","42","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000531","精准打击4-残影移动","1","1","400","0","0","0","1","0","5","4","0","180","0","5","0","0",,"0",,"0","130","50","0","0","0","0","1"
"13000532","精准打击4-弓箭特效移动","2","1","400","0","0","0","0","0","0","4","0","1","0","0","0","1","geffect/skill/mt3_lr_6/mt3_lr_6_jian_","1",,"0","130","50","0","0","0","0","1"
"13000533","精准打击4-残影消失","1","1","580","0","0","3","0","0","0","4","0","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000534","多重打击4-受击特效","2","1","500","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_lr_6/mt3_lr_6_shouji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13000535","精准打击4-受击结算","4","1","580","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","780","200","0","0","0","0","1"
"13000536","精准打击4-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000540","精准打击5-攻击动作","0","1","0","42","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000541","精准打击5-残影移动","1","1","400","0","0","0","1","0","5","5","0","180","0","5","0","0",,"0",,"0","130","50","0","0","0","0","1"
"13000542","精准打击5-弓箭特效移动","2","1","400","0","0","0","0","0","0","5","0","1","0","0","0","1","geffect/skill/mt3_lr_6/mt3_lr_6_jian_","1",,"0","130","50","0","0","0","0","1"
"13000543","精准打击5-残影消失","1","1","580","0","0","3","0","0","0","5","0","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000544","多重打击5-受击特效","2","1","500","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_lr_6/mt3_lr_6_shouji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13000545","精准打击5-受击结算","4","1","580","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","780","200","0","0","0","0","1"
"13000546","精准打击5-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000550","精准打击6-攻击动作","0","1","0","42","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000551","精准打击6-残影移动","1","1","400","0","0","0","1","0","5","6","0","180","0","5","0","0",,"0",,"0","130","50","0","0","0","0","1"
"13000552","精准打击6-弓箭特效移动","2","1","400","0","0","0","0","0","0","6","0","1","0","0","0","1","geffect/skill/mt3_lr_6/mt3_lr_6_jian_","1",,"0","130","50","0","0","0","0","1"
"13000553","精准打击6-残影消失","1","1","580","0","0","3","0","0","0","6","0","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000554","多重打击6-受击特效","2","1","500","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_lr_6/mt3_lr_6_shouji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13000555","精准打击6-受击结算","4","1","580","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","780","200","0","0","0","0","1"
"13000556","精准打击6-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000560","精准打击虚弱休息-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"13000700","奇美拉冲击1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13000701","奇美拉冲击1-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13000702","奇美拉冲击1-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"13000710","奇美拉冲击2-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13000711","奇美拉冲击2-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"13000720","奇美拉冲击3-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13000721","奇美拉冲击3-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"13000730","奇美拉冲击4-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13000731","奇美拉冲击4-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"13000740","奇美拉冲击5-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13000741","奇美拉冲击5-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"13000750","奇美拉冲击虚弱休息-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"13100100","美女野兽-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"13100200","多重打击1-攻击动作","0","1","0","42","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13100201","多重打击1-残影移动","1","1","400","0","0","0","1","0","5","1","0","180","0","5","0","0",,"0",,"0","130","50","0","0","0","0","1"
"13100202","多重打击1-弓箭特效移动","2","1","400","0","0","0","0","0","0","1","0","1","0","0","0","1","geffect/skill/mt_yuanchengpugong/mt_yuanchengpugong_","1",,"0","130","50","0","0","0","0","1"
"13100203","多重打击1-残影消失","1","1","580","0","0","3","0","0","0","1","0","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"13100204","多重打击1-受击特效","2","1","500","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_duochongdaji/mt_duochongdaji","0","feilongzaitian","0","0","200","0","0","0","0","1"
"13100205","多重打击1-受击结算","4","1","580","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","780","200","0","0","0","0","1"
"13100206","多重打击1-保护者返回","1","0","0","0","0","0","12","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000100","撕裂横扫1-隐身主体","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000101","撕裂横扫1-变身特效","2","1","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_fs_4/mt3_fs_4_mingzhong","0","feilongzaitian","0","0","200","0","0","0","0","1"
"14000102","撕裂横扫1-变身","5","1","50","0","0","0","0","0","0","1050102","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000103","撕裂横扫1-移动","1","0","0","0","0","0","1","0","2","1","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000104","撕裂横扫1-攻击动作","0","1","0","8","1100","0","0","0","2","1","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000105","撕裂横扫1-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_2/mt3_dly_2_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000106","撕裂横扫1-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000107","撕裂横扫1-残影消失","1","0","0","0","0","3","2","0","0","1","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000110","撕裂横扫2-移动","1","0","0","0","0","0","1","0","2","2","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000111","撕裂横扫2-攻击动作","0","1","0","8","1100","0","0","0","2","2","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000112","撕裂横扫2-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_2/mt3_dly_2_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000113","撕裂横扫2-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000114","撕裂横扫2-残影消失","1","0","0","0","0","3","2","0","0","2","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000120","撕裂横扫3-移动","1","0","0","0","0","0","1","0","2","3","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000121","撕裂横扫3-攻击动作","0","1","0","8","1100","0","0","0","2","3","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000122","撕裂横扫3-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_2/mt3_dly_2_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000123","撕裂横扫3-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000124","撕裂横扫3-残影消失","1","0","0","0","0","3","2","0","0","3","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000130","撕裂横扫4-移动","1","0","0","0","0","0","1","0","2","4","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000131","撕裂横扫4-攻击动作","0","1","0","8","1100","0","0","0","2","4","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000132","撕裂横扫4-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_2/mt3_dly_2_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000133","撕裂横扫4-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000134","撕裂横扫4-残影消失","1","0","0","0","0","3","2","0","0","4","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000140","撕裂横扫5-移动","1","0","0","0","0","0","1","0","2","5","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000141","撕裂横扫5-攻击动作","0","1","0","8","1100","0","0","0","2","5","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000142","撕裂横扫5-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_2/mt3_dly_2_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000143","撕裂横扫5-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000144","撕裂横扫5-残影消失","1","0","0","0","0","3","2","0","0","5","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000150","撕裂横扫6-移动","1","0","0","0","0","0","1","0","2","6","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"14000151","撕裂横扫6-攻击动作","0","1","0","8","1100","0","0","0","2","6","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000152","撕裂横扫6-受击特效上","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dly_2/mt3_dly_2_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"14000153","撕裂横扫6-受击结算","4","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","800","200","0","0","0","0","1"
"14000154","撕裂横扫6-残影消失","1","0","0","0","0","3","2","0","0","6","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000160","撕裂横扫虚弱现身","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000161","撕裂横扫1-恢复变身","5","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"14000162","撕裂横扫虚弱休息","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
