"id","活动类型","备注","任务类型","类型下组id","后置任务","接任务npcid","任务栏任务名称","任务名称","任务目的","任务描述","追踪显示任务名","追踪描述","寻路跳转","是否自动完成","提交任务NPC","是否可任性","任务栏任务名称（交）","任务名称（交）","任务目的（交）","任务描述（交）","追踪显示任务名（交）","追踪描述（交）","接任务对话","目标NPC对话","交任务对话","任务完成后提示","奖励","匹配奖励方式","分级奖励","任务难度"
"1010011","1010000","收集60环装","4","9","","1","职业日常","职业日常-寻物($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""职业导师让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""精品装备你值得拥有"" c=""ff5f3e22""></T>","职业日常-寻物($Number$/$Number1$)","<T t=""职业导师让你去找个"" c=""fffff2df""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""fffff2df""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""可获得额外奖励。"" c=""fffff2df""></T><T t=""拍卖可购买"" c=""fffff2df""></T>","1","0","11@13104,12@13101,13@13102,14@13100,15@13105,16@13103,18@13106,17@13107,19@13108","0","职业日常-寻物($Number$/$Number1$)","职业日常-寻物($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""职业导师让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""精品装备你值得拥有"" c=""ff5f3e22""></T>","职业日常-寻物($Number$/$Number1$)","<T t=""职业导师让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T>","7","","8","150548","5006","","","1"
"1010012","1010000",,"9","1",,"1","职业日常","职业日常-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","职业日常-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来"" c=""fffff2df""></T><T t=""证明自己"" c=""fffff2df""></T>","1","1",,"0","职业日常-挑战($Number$/$Number1$)","职业日常-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","职业日常-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","7","","8","","","","","1"
"1030001","1030000",,"7","1",,"161501","日常副本","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""fffff2df""></T>","1","1",,"0","日常副本($Number$/$Number1$)","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1030002","1030000",,"7","2",,"161501","日常副本魔王","日常副本魔王","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","日常副本魔王","<T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""fffff2df""></T>","1","1",,"0","日常副本魔王","日常副本魔王","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","日常副本魔王","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>",,,,,"5070","2","20,29,5150;30,39,5160;40,49,5170;50,59,5180;60,69,5190;70,79,5200","1"
"1030003","1030000",,"9","11",,"161501","日常副本","日常副本","<T t=""通关日常副本"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""探索"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""毒牙瑟芬"" c=""ff00ff00""></T>","日常副本($Number$/$Number1$)","<T t=""探索"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""fffff2df""></T><T t=""毒牙瑟芬"" c=""ff00ff00""></T>","1","1",,"0","日常副本($Number$/$Number1$)","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1030004","1030000",,"9","12",,"161501","日常副本","日常副本","<T t=""通关日常副本"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""探索"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""范克里斯"" c=""ff00ff00""></T>","日常副本($Number$/$Number1$)","<T t=""探索"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""fffff2df""></T><T t=""范克里斯"" c=""ff00ff00""></T>","1","1",,"0","日常副本($Number$/$Number1$)","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1030005","1030000",,"9","13",,"161501","日常副本","日常副本","<T t=""通关日常副本"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""探索"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""法师鲁高"" c=""ff00ff00""></T>","日常副本($Number$/$Number1$)","<T t=""探索"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""fffff2df""></T><T t=""阿撸高"" c=""ff00ff00""></T>","1","1",,"0","日常副本($Number$/$Number1$)","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1030006","1030000",,"9","14",,"161501","日常副本","日常副本","<T t=""通关日常副本"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""探索"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""寒冰王子"" c=""ff00ff00""></T>","日常副本($Number$/$Number1$)","<T t=""探索"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""fffff2df""></T><T t=""寒冰王子"" c=""ff00ff00""></T>","1","1",,"0","日常副本($Number$/$Number1$)","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1030007","1030000",,"9","15",,"161501","日常副本","日常副本","<T t=""通关日常副本"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""探索"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""修女怀特"" c=""ff00ff00""></T>","日常副本($Number$/$Number1$)","<T t=""探索"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""fffff2df""></T><T t=""中奶怀特"" c=""ff00ff00""></T>","1","1",,"0","日常副本($Number$/$Number1$)","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1030008","1030000",,"9","16",,"161501","日常副本","日常副本","<T t=""通关日常副本"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""探索"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""马拉公主"" c=""ff00ff00""></T>","日常副本($Number$/$Number1$)","<T t=""探索"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""fffff2df""></T><T t=""玛拉得公主"" c=""ff00ff00""></T>","1","1",,"0","日常副本($Number$/$Number1$)","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1030009","1030000",,"9","17",,"161501","日常副本","日常副本","<T t=""通关日常副本"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""探索"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""奥茨莱恩"" c=""ff00ff00""></T>","日常副本($Number$/$Number1$)","<T t=""探索"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""fffff2df""></T><T t=""哥多氪大王"" c=""ff00ff00""></T>","1","1",,"0","日常副本($Number$/$Number1$)","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1030010","1030000",,"9","18",,"161501","日常副本","日常副本","<T t=""通关日常副本"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""探索"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""绿龙之影"" c=""ff00ff00""></T>","日常副本($Number$/$Number1$)","<T t=""探索"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""fffff2df""></T><T t=""好卡化身"" c=""ff00ff00""></T>","1","1",,"0","日常副本($Number$/$Number1$)","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1030011","1030000",,"9","19",,"161501","日常副本","日常副本","<T t=""通关日常副本"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""探索"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""索森大帝"" c=""ff00ff00""></T>","日常副本($Number$/$Number1$)","<T t=""探索"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""fffff2df""></T><T t=""锁惢深大帝"" c=""ff00ff00""></T>","1","1",,"0","日常副本($Number$/$Number1$)","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1030012","1030000",,"9","20",,"161501","日常副本","日常副本","<T t=""通关日常副本"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""探索"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""瑞文男爵"" c=""ff00ff00""></T>","日常副本($Number$/$Number1$)","<T t=""探索"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""击败"" c=""fffff2df""></T><T t=""恐惧领主"" c=""ff00ff00""></T>","1","1",,"0","日常副本($Number$/$Number1$)","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1030013","1030000",,"7","7",,"161501","特殊副本","迪奥布斯的挑战","<T t=""迪奥布斯向你发起挑战，去"" c=""ff5f3e22""></T><T t=""击败"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""会长见你们如此迅速扫荡掉各大副本BOSS，迪奥布斯将你们视为强劲的对手，为了争夺第一公会，会长一行人向你们发起了挑战."" c=""ff5f3e22""></T>","迪奥布斯的挑战","<T t=""迪奥布斯向你发起挑战，去"" c=""fffff2df""></T><T t=""击败"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","1","1",,"0","日常副本($Number$/$Number1$)","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","日常副本($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,"5070","2","20,29,5150;30,39,5160;40,49,5170;50,59,5180;60,69,5190;70,79,5200","1"
"1040001","1040000","","7","3","","161510","考古任务","考古任务","<T t=""前往"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""追捕"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""前往"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""追捕"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""看看他身上是否藏有藏宝图"" c=""ff5f3e22""></T>","考古任务($Number$/$Number1$)","<T t=""前往"" c=""fffff2df""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""追捕"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","1","1","","1","考古任务($Number$/$Number1$)","考古任务($Number$/$Number1$)","<T t=""前往"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""追捕"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""前往"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""追捕"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""看看他身上是否藏有藏宝图"" c=""ff5f3e22""></T>","考古任务($Number$/$Number1$)","<T t=""前往"" c=""ff5f3e22""></T><T t=""$MapName$"" c=""ff00ff00""></T><T t=""追捕"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","11","","","","","","","1"
"1050001","1050000",,"8","1","","0","英雄试炼","英雄试炼","<T t=""在任意战斗中击杀"" c=""ff5f3e22""></T><T t=""（$Number$/$Number1$）"" c=""ff00ff00""></T><T t=""怪物"" c=""ff5f3e22""></T>","<T t=""在任意战斗中击杀"" c=""ff5f3e22""></T><T t=""（$Number$/$Number1$）"" c=""ff00ff00""></T><T t=""怪物"" c=""ff5f3e22""></T><T t=""真正的勇士，从来都是用战绩说话"" c=""ff5f3e22""></T>","英雄试炼","<T t=""在任意战斗中击杀"" c=""fffff2df""></T><T t=""（$Number$/$Number1$）"" c=""ff00ff00""></T><T t=""怪物"" c=""fffff2df""></T>","1","1",,"0","英雄试炼","英雄试炼","<T t=""在任意战斗中击杀"" c=""ff5f3e22""></T><T t=""（$Number$/$Number1$）"" c=""ff00ff00""></T><T t=""怪物"" c=""ff5f3e22""></T>","<T t=""在任意战斗中击杀"" c=""ff5f3e22""></T><T t=""（$Number$/$Number1$）"" c=""ff00ff00""></T><T t=""怪物"" c=""ff5f3e22""></T><T t=""真正的勇士，从来都是用战绩说话"" c=""ff5f3e22""></T>","英雄试炼","<T t=""在任意战斗中击杀"" c=""ff5f3e22""></T><T t=""（$Number$/$Number1$）"" c=""ff00ff00""></T><T t=""怪物"" c=""ff5f3e22""></T>","11","","","150543",,"","","1"
"1060001","1060000","","1","4","","161301","公会-投资","公会-投资($Number$/$Number1$)","<T t=""去问问"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""投资的事情"" c=""ff5f3e22""></T>","<T t=""你去问问"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""想不想投资公会地产，一本万利哦"" c=""ff5f3e22""></T>","公会-投资($Number$/$Number1$)","<T t=""去问问"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""想不想投资公会地产，一本万利哦"" c=""fffff2df""></T>","1","1","","0","沉鱼-投资($Number$/$Number1$)","沉鱼-投资($Number$/$Number1$)","<T t=""去问问"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""想不想投资公会地产"" c=""ff5f3e22""></T>","<T t=""沉鱼让你去问问"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""想不想投资公会地产，一本万利哦"" c=""ff5f3e22""></T>","沉鱼-投资($Number$/$Number1$)","<T t=""沉鱼让你去问问"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""想不想投资公会地产，一本万利哦"" c=""ff5f3e22""></T>","14","15","","","5610","","","1"
"1060002","1060000","收集商店药品","4","6","","161301","公会-药材","公会-药材($Number$/$Number1$)","<T t=""去寻找"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""你去寻找"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""人吗！难免有个头疼脑热的"" c=""ff5f3e22""></T>","公会-药材($Number$/$Number1$)","<T t=""去寻找"" c=""fffff2df""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""fffff2df""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""药店可购买"" c=""fffff2df""></T>","1","0","11@161301,12@161301,13@161301,14@161301,15@161301,16@161301,17@161301,18@161301,19@161301","0","沉鱼-药材($Number$/$Number1$)","沉鱼-药材($Number$/$Number1$)","<T t=""去寻找"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""沉鱼让你去寻找"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""人吗！难免有个头疼脑热的"" c=""ff5f3e22""></T>","沉鱼-药材($Number$/$Number1$)","<T t=""沉鱼让你去寻找"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""人吗！难免有个头疼脑热的"" c=""ff5f3e22""></T>","7","","8","150548","5610","","","1"
"1060003","1060000","","1","4","","161301","公会-拜访","公会-拜访($Number$/$Number1$)","<T t=""去拜访"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""你去拜访"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""，良好的人脉是公会壮大的契机！"" c=""ff5f3e22""></T>","公会-拜访($Number$/$Number1$)","<T t=""去拜访"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""问问他对公会建设有什么意见没有"" c=""fffff2df""></T>","1","1","","0","沉鱼-拜访($Number$/$Number1$)","沉鱼-拜访($Number$/$Number1$)","<T t=""去拜访"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""问问他对公会建设有什么意见没有"" c=""ff5f3e22""></T>","<T t=""沉鱼让你去拜访"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""问问他对公会建设有什么意见没有"" c=""ff5f3e22""></T>","沉鱼-拜访($Number$/$Number1$)","<T t=""沉鱼让你去拜访"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""问问他对公会建设有什么意见没有"" c=""ff5f3e22""></T>","14","15","","","5610","","","1"
