"ID","备注","战斗AI类型","底图","背景音乐","战斗等级","战场环境","战场AI","奖励ID","战斗胜利判定","助战","怪物数量","站位配置ID","点1","点2","点3","点4","点5","点6","点7","点8","点9","点10","点11","点12","点13","点14","点15","点16","点17","点18","点19","点20","点21","点22","点23","点24","点25","点26","点27","点28","死亡提醒显示"
"1011","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25182@100","0","0","0","0","0","0","0","0","0","0","0","25323@12;25325@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25325@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25325@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25325@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25325@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25325@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","0","0","0","0","0","0","0","0",""
"1012","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25185@100","0","0","0","0","0","0","0","0","0","0","0","25171@12;25172@12;25174@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25174@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25174@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25174@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25174@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25174@12;25175@12;25176@12;25177@12;25178@12;25179@16","0","0","0","0","0","0","0","0",""
"1013","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25186@100","0","0","0","0","0","0","0","0","0","0","0","25171@12;25172@12;25174@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25174@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25174@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25174@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25174@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25174@12;25175@12;25176@12;25177@12;25178@12;25179@16","0","0","0","0","0","0","0","0",""
"1014","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25180@100","0","0","0","0","0","0","0","0","0","0","0","25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","0","0","0","0","0","0","0","0",""
"1015","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25182@100","0","0","0","0","0","0","0","0","0","0","0","25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","0","0","0","0","0","0","0","0",""
"1016","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25183@100","0","0","0","0","0","0","0","0","0","0","0","25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25326@12;25327@12;25328@12;25329@12;25330@12;25331@16","0","0","0","0","0","0","0","0",""
"1017","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25186@100","0","0","0","0","0","0","0","0","0","0","0","25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16","0","0","0","0","0","0","0","0",""
"1018","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25187@100","0","0","0","0","0","0","0","0","0","0","0","25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25175@12;25176@12;25177@12;25178@12;25179@16","0","0","0","0","0","0","0","0",""
"1019","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25182@100","0","0","0","0","0","0","0","0","0","0","0","25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16","0","0","0","0","0","0","0","0",""
"1020","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25183@100","0","0","0","0","0","0","0","0","0","0","0","25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25327@12;25328@12;25329@12;25330@12;25331@16","0","0","0","0","0","0","0","0",""
"1021","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25187@100","0","0","0","0","0","0","0","0","0","0","0","25171@12;25172@12;25173@12;25174@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25176@12;25177@12;25178@12;25179@16","0","0","0","0","0","0","0","0",""
"1022","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25188@100","0","0","0","0","0","0","0","0","0","0","0","25171@12;25172@12;25173@12;25174@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25176@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25176@12;25177@12;25178@12;25179@16","0","0","0","0","0","0","0","0",""
"1023","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25181@100","0","0","0","0","0","0","0","0","0","0","0","25323@12;25324@12;25325@12;25326@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25328@12;25329@12;25330@12;25331@16","0","0","0","0","0","0","0","0",""
"1024","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25183@100","0","0","0","0","0","0","0","0","0","0","0","25323@12;25324@12;25325@12;25326@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25328@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25328@12;25329@12;25330@12;25331@16","0","0","0","0","0","0","0","0",""
"1025","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25185@100","0","0","0","0","0","0","0","0","0","0","0","25171@12;25172@12;25173@12;25174@12;25175@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25177@12;25178@12;25179@16","0","0","0","0","0","0","0","0",""
"1026","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25189@100","0","0","0","0","0","0","0","0","0","0","0","25171@12;25172@12;25173@12;25174@12;25175@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25177@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25177@12;25178@12;25179@16","0","0","0","0","0","0","0","0",""
"1027","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25180@100","0","0","0","0","0","0","0","0","0","0","0","25323@12;25324@12;25325@12;25326@12;25327@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25329@12;25330@12;25331@16","0","0","0","0","0","0","0","0",""
"1028","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25184@100","0","0","0","0","0","0","0","0","0","0","0","25323@12;25324@12;25325@12;25326@12;25327@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25329@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25329@12;25330@12;25331@16","0","0","0","0","0","0","0","0",""
"1029","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25185@100","0","0","0","0","0","0","0","0","0","0","0","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25178@12;25179@16","0","0","0","0","0","0","0","0",""
"1030","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25189@100","0","0","0","0","0","0","0","0","0","0","0","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25178@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25178@12;25179@16","0","0","0","0","0","0","0","0",""
"1031","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25181@100","0","0","0","0","0","0","0","0","0","0","0","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25330@12;25331@16","0","0","0","0","0","0","0","0",""
"1032","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25184@100","0","0","0","0","0","0","0","0","0","0","0","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25330@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25330@12;25331@16","0","0","0","0","0","0","0","0",""
"1033","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25187@100","0","0","0","0","0","0","0","0","0","0","0","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25179@16","0","0","0","0","0","0","0","0",""
"1034","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25188@100","0","0","0","0","0","0","0","0","0","0","0","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25179@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25179@16","0","0","0","0","0","0","0","0",""
"1035","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25180@100","0","0","0","0","0","0","0","0","0","0","0","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25331@16","0","0","0","0","0","0","0","0",""
"1036","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25183@100","0","0","0","0","0","0","0","0","0","0","0","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25331@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25331@16","0","0","0","0","0","0","0","0",""
"1037","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25186@100","0","0","0","0","0","0","0","0","0","0","0","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25178@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25178@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25178@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25178@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25178@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25178@16","0","0","0","0","0","0","0","0",""
"1038","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25187@100","0","0","0","0","0","0","0","0","0","0","0","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25178@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25178@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25178@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25178@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25178@16","25171@12;25172@12;25173@12;25174@12;25175@12;25176@12;25177@12;25178@16","0","0","0","0","0","0","0","0",""
"1039","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25181@100","0","0","0","0","0","0","0","0","0","0","0","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25330@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25330@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25330@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25330@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25330@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25330@16","0","0","0","0","0","0","0","0",""
"1040","","","0","2","","0","","0","","4","1*TeamNum","7","0","0","25182@100","0","0","0","0","0","0","0","0","0","0","0","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25330@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25330@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25330@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25330@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25330@16","25323@12;25324@12;25325@12;25326@12;25327@12;25328@12;25329@12;25330@16","0","0","0","0","0","0","0","0",""
"1041","","","0","2","","0","","0","","4","0*TeamNum+6+2*random()","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25015@100","25024@100","25017@100","25017@100","25017@100","25017@100","25017@100","25017@100","25017@100","25017@100","0","0","0","0",""
"1042","","","0","2","","0","","0","","4","0*TeamNum+6+2*random()","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25407@100","25029@100","25018@100","25018@100","25018@100","25018@100","25018@100","25018@100","25018@100","25018@100","0","0","0","0",""
"1043","","","0","2","","0","","0","","4","0*TeamNum+6+2*random()","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25408@100","25030@100","25019@100","25019@100","25019@100","25019@100","25019@100","25019@100","25019@100","25019@100","0","0","0","0",""
"1044","","","0","2","","0","","0","","4","0*TeamNum+6+2*random()","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25409@100","25031@100","25020@100","25020@100","25020@100","25020@100","25020@100","25020@100","25020@100","25020@100","0","0","0","0",""
"1045","","","0","2","","0","","0","","4","0*TeamNum+6+2*random()","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25410@100","25032@100","25021@100","25021@100","25021@100","25021@100","25021@100","25021@100","25021@100","25021@100","0","0","0","0",""
"1046","","","0","2","","0","","0","","4","0*TeamNum+6+2*random()","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25411@100","25170@100","25022@100","25022@100","25022@100","25022@100","25022@100","25022@100","25022@100","25022@100","0","0","0","0",""
"1047","","","0","2","","0","","0","","4","0*TeamNum+6+2*random()","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25412@100","25416@100","25023@100","25023@100","25023@100","25023@100","25023@100","25023@100","25023@100","25023@100","0","0","0","0",""
"1048","","","0","2","","0","","0","","4","0*TeamNum+8+2*random()","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25016@100","25025@100","25025@100","25025@100","25025@100","25025@100","25025@100","25025@100","25025@100","25025@100","0","0","0","0",""
"1049","","","0","2","","0","","0","","4","0*TeamNum+8+2*random()","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25413@100","25026@100","25026@100","25026@100","25026@100","25026@100","25026@100","25026@100","25026@100","25026@100","0","0","0","0",""
"1050","","","0","2","","0","","0","","4","0*TeamNum+8+2*random()","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25414@100","25027@100","25027@100","25027@100","25027@100","25027@100","25027@100","25027@100","25027@100","25027@100","0","0","0","0",""
"1051","","","0","2","","0","","0","","4","0*TeamNum+8+2*random()","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25415@100","25028@100","25028@100","25028@100","25028@100","25028@100","25028@100","25028@100","25028@100","25028@100","0","0","0","0",""
"1052","","","0","3","","0","","0","","4","0*TeamNum+2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25398@100","0","0","0","0","25417@25;25418@25;25419@25;25420@25","0","0","0","0","0","0","0","0",""
