"id","特效名","特效路径"
"1152",,
"1153",,
"1154",,
"1155",,
"1156",,
"1157",,
"1158",,
"1159",,
"1160",,
"1161",,
"1162",,
"1163",,
"1164",,
"1165",,
"1166",,
"1167",,
"1168",,
"1169",,
"1170",,
"1171",,
"1172",,
"1173",,
"1174",,
"1175",,
"1176",,
"1177",,
"1178",,
"1179",,
"1180",,
"1181",,
"1182",,
"1183",,
"1200",,
"1501",,
"1502",,
"1503",,
"1504",,
"1505",,
"1507",,
"1508",,
"1509",,
"1510",,
"2000",,""
"2001",,
"2002",,
"2003",,
"2004",,
"2005",,
"2006",,
"2007",,
"2008",,
"2009",,
"2010",,
"2011",,
"2012",,
"2013",,
"2014",,
"2015",,
"2016",,
"2017",,
"2018",,
"2019",,
"2020",,
"2021",,
"2022",,
"2023",,
"2024",,
"2025",,
"2026",,
"2027",,
"2028",,
"2029",,
"2030",,
"2031",,
"2032",,
"2033",,
"5202","1_hua","geffect/sprite/flower/1_hua"
"5203","11_hua","geffect/sprite/flower/11_hua"
"5204","99_hua","geffect/sprite/flower/99_hua"
"5205","365_hua","geffect/sprite/flower/365_hua"
"5206","999_hua","geffect/sprite/flower/999_hua"
"5207","full_pinkroses_flowers","geffect/Function/Flower/full_pinkroses_flowers"
"5208","full_redroses_flowers","geffect/Function/Flower/full_redroses_flowers"
"5209","xiaoshengji","geffect/shengji/xiaoshengji"
"5210","shengji10","geffect/shengji/shengji10"
"5211","xiaoshengjilizi","geffect/shengji/xiaoshengjilizi"
"5212","dashengjilizi","geffect/shengji/dashengjilizi"
"5233","shengji20","geffect/shengji/shengji20"
"5234","shengji30","geffect/shengji/xiaoshengji"
"5235","shengji40","geffect/shengji/xiaoshengji"
"5236","shengji50","geffect/shengji/xiaoshengji"
"5237","shengji60","geffect/shengji/xiaoshengji"
"5238","shengji70","geffect/shengji/xiaoshengji"
"5239","shengji80","geffect/shengji/xiaoshengji"
"5240","shengji90","geffect/shengji/xiaoshengji"
"5241","shengji100","geffect/shengji/xiaoshengji"
"5242","shengji110","geffect/shengji/xiaoshengji"
"5243","shengji120","geffect/shengji/xiaoshengji"
"5244","shengji130","geffect/shengji/xiaoshengji"
"5245","shengji140","geffect/shengji/xiaoshengji"
"5246","shengji150","geffect/shengji/xiaoshengji"
"5247","darkforce","geffect/other/recreat/darkforce"
"5248","yanhua","geffect/ui/yanhua/yanhua"
"5249","jiehunscene","sound/scene/marry.mp3"
"5250","jq1_guangqiu","geffect/skill/buff/purplexiaoyuzhou"
"5251","jq1_youling","geffect/skill/bamendingxing/bamendingxing_01"
"5252","jq1_shouji","geffect/skill/jianrenfengbao/jianrenfengbao_mingzhong"
"5253","jq1_fashu","geffect/skill/mt_xukongluanliu/mt_xukongluanliu_mingzhong"
"5254","jq1_shouji2","geffect/skill/beiji/beiji"
"5255","jq1_xiaosan","geffect/skill/diaodiao/lanseguangying"
"5256","jqc1_01","geffect/skill/kurong/kurong"
"5257","jq2_guangliang","geffect/skill/aoshuchongji/aoshuchongji_mingzhong"
"5258","jq2_jiangling","geffect/skill/nuqiteji/shenguiluanwu"
"5259","jq2_guanghuan","geffect/skill/diaodiao/guangquan"
"5260","jq2_Sjinghua","geffect/skill/baofengxue/baofengxue_shifa_up"
"5261","jq2_jinghua","geffect/skill/nuqiteji/shuishangpiao/shuishangpiao"
"5262","jq2_Wjinghua","geffect/shengji/shengji_03"
"5263","jq2_faguang","geffect/skill/diaodiao/lanseguangying"
"5264","jq2_shensan","geffect/sprite/attacked"
"5265","jq0_anduyinshifa","geffect/newitem"
"5266","jq0_qusan","geffect/ui/shipin/baoji"
"5267","jq0_heianshifa","geffect/skill/nuqiteji/dulongbianbuff"
"5268","jq0_zhaohuan","geffect/ui/aoshuchongji/aoshuchongji_mingzhong"
"5269","jq0_wanglingchuchang","geffect/skill/nuqiteji/shixue/shixue"
"5270","jq0_quanping","geffect/ui/xingxingpiaoluo/xingxingpiaoluo6"
"5271","jq0_chuxian","geffect/skill/nuqiteji/dangtoubanghe/dangtoubanghe"
"5272","jq0_wangling","geffect/skill/kurong/kurong"
"5273","jq01_chuxioan","geffect/skill/nuqiteji/shenguiluanwu"
"5274","jq0_MDWchuxian","geffect/ui/menpaizuyin/menpaizuyin2"
"5275","jq0_MDWchuxian1","geffect/skill/nuqiteji/shixue/shixue"
"5276","jq0_MDWshifa","geffect/skill/baofengxue/baofengxue_shifa_up"
"5277","jq0_MDWshifa2","geffect/skill/diaodiao/lanseguangying"
"5278","map_ygld_1","geffect/sence/mt_yueguanglindi/mt_ygld_jing"
"5279","map_ygld_2","geffect/sence/mt_yueguanglindi/mt_ygld_jing_2"
"5280","map_ygld_3","geffect/sence/mt_yueguanglindi/mt_ygld_jing_3"
"5281","aersasi_skill1_1","geffect/skill/mt_bingjian/mt_bingjian_shang"
"5282","aersasi_skill1_2","geffect/skill/mt_bingjian/mt_bingjian_xia"
"5283","jp40_jiaoxia_diqiya","geffect/skill/mt_buff/jinmo"
"5284","jp40_shenshang_yanjing","geffect/skill/mt_buff/zengkong"
"5285","jp40_jiaoxia_juexing1","geffect/skill/mt_hunluanganzhao/mt_hunluanganzhao_mingzhong_down"
"5286","jp40_jiaoxia_juexing2","geffect/skill/mt_hunluanganzhao/mt_hunluanganzhao_mingzhong_up"
"5287","jp40_touding_gongji","geffect/skill/mt_buff/chongfeng"
"5288","jp40_wuli_shouji1","geffect/skill/mt_huanyingzhan/mt_huanyingzhan_mingzhong"
"5289","jp40_wuli_shouji2","geffect/skill/mt_huimiedaji_shouji/mt_huimiedaji_shouji"
"5290","jp40_fashu_shouji","geffect/skill/mt_chujuexuanpan/mt_chujuexuanpan"
"5291","hc35_jiaoxia_shifang1","geffect/skill/mt_moxishu/mt_moxishu"
"5292","hc35_jiaoxia_dingshen","geffect/skill/mt_buff/dingshen"
