"id","进入等级","等级限制下限","名字","现在场景所用资源图（策划用）","描述","场景颜色","是否安全区","能否客户端跳转","是否副本","副本类型","副本外跳转地图","副本外跳转X坐标","副本外跳转Y坐标","是否可无视阻挡","可见关系","默认x","默认y","重定位地图","重定位x坐标","重定位y坐标","资源目录","战斗底图","宽度","高度","是否显示在世界地图上","等级限制上限","战斗区域描述","玩家所在世界地图位置左上角X坐标","玩家所在世界地图位置左上角Y坐标","音效","飞行符传送x坐标","飞行符传送y坐标","是否读取传送点文件"
"1644","0","-1","深渊一层","血色教堂","深渊一层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1644_shenyuan1","10","3584","2112","false","15","1","0","0","Music_xuese.mp3","53","99",
"1645","0","-1","深渊二层","血色教堂","深渊二层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1645_shenyuan2","10","3584","2112","false","15","1","0","0","Music_xuese.mp3","53","99",
"1646","0","-1","深渊三层","血色教堂","深渊三层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1646_shenyuan3","10","3584","2112","false","15","1","0","0","Music_xuese.mp3","53","99",
"1647","0","-1","雾都一层","哀嚎洞穴","雾都一层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1647_wudu1","10","3584","2112","false","15","1","0","0","Music_aihao.mp3","53","99",
"1648","0","-1","雾都二层","哀嚎洞穴","雾都二层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1648_wudu2","10","3584","2112","false","15","1","0","0","Music_aihao.mp3","53","99",
"1649","0","-1","雾都三层","哀嚎洞穴","雾都三层","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1649_wudu3","10","3584","2112","false","15","1","0","0","Music_aihao.mp3","53","99",
"1605","0","-1","月光海岸","加基森","月光海岸","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1605_jiajiseng","10","3328","1792","true","15","0","0","0","Music_jiajisen.mp3","53","99",
"1606","0","-1","影月城","银月城","影月城","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1606_nanhaizhen","10","3328","1792","true","15","0","0","0","Music_zhuridao.mp3","53","99",
"1607","0","-1","虚空要塞","风暴要塞","虚空要塞","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1607_zhangexiagu","10","3328","1792","false","15","0","0","0","Music_zhuridao.mp3","53","99",
"1608","0","-1","十字路口","加基森","十字路口","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1608_shizilukou","10","3328","1792","true","15","0","0","0","Music_shizilukou.mp3","53","99",
"1609","0","-1","银松林","银松森林","银松林","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1609_tidaoshangu","10","3712","1984","true","15","0","0","0","Music_sikuang.mp3","53","99",
"1610","0","-1","暮光林","加基森","暮光林","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1610_bilugu","10","3328","1792","false","15","0","0","0","Music_xinshoucun1.mp3","53","99",
"1611","0","-1","剃刀泥沼","加基森","剃刀泥沼","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1611_cangbaohaiwan","10","3328","1792","true","15","0","0","0","Music_jiajisen.mp3","53","99",
"1612","0","-1","激流高地","阿拉希高地","激流高地","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1612_zuerge","10","2176","1216","true","15","0","0","0","Music_beijun.mp3","53","99",
"1613","0","-1","公会","公会","公会","FFFFFFFF","1","1","1","1","1615","95","98","1","0","55","46","1615","0","0","map_1613_huanxingshan","10","1920","1344","false","15","0","0","0","Music_gonghui.mp3","53","99",
"1614","0","-1","斯托姆城","暴风城","斯托姆城","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1614_shiguangzhixue","10","3328","1792","true","15","0","0","0","Music_beijun.mp3","53","99",
"1615","0","-1","紫罗兰","达拉然","紫罗兰","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1615_baofengcheng","10","6400","4416","true","15","0","0","0","Music_dalaran.ogg","53","99",
"1616","0","-1","欧格瑞姆","奥格瑞玛","欧格瑞姆","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1616_aogeruima","10","3584","2176","true","15","0","0","0","Music_aogeruima.mp3","53","99",
"1617","0","-1","太阳岛","逐日岛","法师职业场景","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1617_geluomugao","10","1920","1344","true","15","0","0","0","Music_zhuridao.mp3","53","99",
"1618","0","-1","雷霆村","雷霆崖","战士职业场景","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1618_zhangzhegaodi","10","1920","1088","true","15","0","0","0","Music_shizilukou.mp3","53","99",
"1619","0","-1","提瑞斯镇","丧钟镇","牧师职业场景","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1619_zhurishengtan","10","1920","1280","true","15","0","0","0","Music_sikuang.mp3","53","99",
"1620","0","-1","暗矛镇","森金村","猎人职业场景","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1620_huiyindao","10","1920","1088","true","15","0","0","0","Music_jiajisen.mp3","53","99",
"1621","0","-1","修道院","北郡修道院","圣骑职业场景","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1621_xiudaoyuan","10","1920","1280","true","15","0","0","0","Music_beijun.mp3","53","99",
"1622","0","-1","永夜林地","月光林地（井）","德鲁伊职业场景","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1622_yueguanglindi","10","1920","1088","true","15","0","0","0","Music_xinshoucun1.mp3","53","99",
"1690","0","-1","军情七处","公会","盗贼职业场景","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1690_junqingqichu","10","1920","1344","true","15","0","0","0","Music_gonghui.mp3","53","99",
"1691","0","-1","血蹄村","雷霆崖","萨满职业场景","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1691_nalange","10","1920","1088","true","15","0","0","0","Music_shizilukou.mp3","53","99",
"1692","0","-1","幽暗城","丧钟镇","术士职业场景","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1692_youancheng","10","1920","1280","true","15","0","0","0","Music_sikuang.mp3","53","99",
"1650","0","-1","灵界","月光林地","灵界","2d29f94b","1","1","0","0","0","0","0","1","0","22","43","1615","0","0","map_1650_lingjie","10","1920","1088","true","-1","0","0","0","Music_xinshoucun1.mp3","53","99",
"1651","0","-1","时之夹缝","十字路口","时之夹缝","FFFFFFFF","1","1","0","0","0","0","0","1","0","35","44","1615","0","0","map_1651_shizhijiafeng","10","3328","1792","true","15","0","0","0","Music_shizilukou.mp3","53","99",
"1652","0","-1","敦霍尔德","达拉然","敦霍尔德","FFFFFFFF","1","1","0","0","0","0","0","1","0","110","101","1615","0","0","map_1652_dunhuoerde","10","6400","4416","true","15","0","0","0","Music_dalaran.mp3","53","99",
"1653","0","-1","地下竞技场","月光林地","地下竞技场","FFFFFFFF","1","1","0","0","0","0","0","1","0","56","45","1615","0","0","map_1653_jijingchang","10","1920","1088","true","15","0","0","0","Music_xinshoucun1.mp3","53","99",
"1654","0","-1","紫罗兰（十年前）","达拉然","紫罗兰（十年前）","FFFFFFFF","1","1","0","0","0","0","0","1","0","110","101","1615","0","0","map_1654_dalaranshinianqian","10","6400","4416","true","15","0","0","0","Music_dalaran.mp3","53","99",
"1655","0","-1","创物梦境","月光林地","创物梦境","FFFFFFFF","1","1","0","0","0","0","0","1","1","22","43","1615","0","0","map_1655_feicuimengjing","10","1920","1088","true","15","0","0","0","Music_xinshoucun1.mp3","53","99",
"1656","0","-1","精英组","月光林地","精英组","FFFFFFFF","1","1","0","0","0","0","0","1","0","22","43","1615","0","0","map_1656_jingjijingyingchang1v1","10","1920","1088","true","15","0","0","0","Music_xinshoucun1.mp3","53","99",
"1657","0","-1","神威组","月光林地","神威组","FFFFFFFF","1","1","0","0","0","0","0","1","0","22","43","1615","0","0","map_1657_jingjishenweichang1v1","10","1920","1088","true","15","0","0","0","Music_xinshoucun1.mp3","53","99",
"1658","0","-1","王者组","月光林地","王者组","FFFFFFFF","1","1","0","0","0","0","0","1","0","22","43","1615","0","0","map_1658_jingjiwangzhechang1v1","10","1920","1088","true","15","0","0","0","Music_xinshoucun1.mp3","53","99",
"1659","0","-1","精英组","月光林地","精英组","FFFFFFFF","1","1","0","0","0","0","0","1","0","22","43","1615","0","0","map_1659_jingjijingyingchang3v3","10","1920","1088","true","15","0","0","0","Music_xinshoucun1.mp3","53","99",
"1660","0","-1","神威组","月光林地","神威组","FFFFFFFF","1","1","0","0","0","0","0","1","0","22","43","1615","0","0","map_1660_jingjishenweichang3v3","10","1920","1088","true","15","0","0","0","Music_xinshoucun1.mp3","53","99",
"1661","0","-1","王者组","月光林地","王者组","FFFFFFFF","1","1","0","0","0","0","0","1","0","22","43","1615","0","0","map_1661_jingjiwangzhechang3v3","10","1920","1088","true","15","0","0","0","Music_xinshoucun1.mp3","53","99",
"1662","0","-1","死亡矿井","血色教堂","死亡矿井","FFFFFFFF","1","1","0","0","0","0","0","1","0","69","39","1615","0","0","map_1662_siwangkuangjing","10","3584","2112","false","15","0","0","0","Music_xuese.mp3","53","99",
"1671","0","-1","银堡","哀嚎洞穴","银堡","FFFFFFFF","1","1","0","0","0","0","0","1","0","32","32","1615","0","0","map_1671_yinsongsenlin1","10","2688","1536","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1672","0","-1","银堡地下室","血色教堂","银堡地下室","FFFFFFFF","1","1","0","0","0","0","0","1","0","99","56","1615","0","0","map_1672_yinsongsenlin2","10","3328","1792","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1673","0","-1","锡拉岛","十字路口","锡拉岛","FFFFFFFF","1","1","0","0","0","0","0","1","0","54","19","1615","0","0","map_1673_yinsongsenlin3","10","3328","1792","false","-1","0","0","0","Music_shizilukou.mp3","53","99",
"1674","0","-1","蓝龙之穴","血色教堂","蓝龙之穴","FFFFFFFF","1","1","0","0","0","0","0","1","0","44","10","1615","0","0","map_1674_yinsongsenlin4","10","3328","1792","false","-1","0","0","0","Music_dalaran.mp3","53","99",
"1675","0","-1","圣光大教堂","血色教堂","圣光大教堂","FFFFFFFF","1","1","0","0","0","0","0","1","0","44","10","1615","0","0","map_1675_yinsongsenlin5","10","3328","1792","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1676","0","-1","溶洞","哀嚎洞穴","溶洞","FFFFFFFF","1","1","0","0","0","0","0","1","0","33","32","1615","0","0","map_1676_rongdongforzhuxian","10","2688","1536","false","15","0","0","0","Music_aihao.mp3","53","99",
"1677","0","-1","黑铁深渊","血色教堂","黑铁深渊","FFFFFFFF","1","1","0","0","0","0","0","1","0","45","13","1615","0","0","map_1677_heishishenyuan","10","2688","1920","false","15","0","0","0","Music_xuese.mp3","53","99",
"1678","0","-1","东瘟疫之地","丧钟镇","东瘟疫之地","FFFFFFFF","1","1","0","0","0","0","0","1","0","35","56","1615","0","0","map_1678_dongwenyizhidi","10","1920","1280","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1679","0","-1","凯尔达隆","森金村","凯尔达隆","FFFFFFFF","1","1","0","0","0","0","0","1","0","38","54","1615","0","0","map_1679_kaierdalong","10","1920","1088","false","-1","0","0","0","Music_jiajisen.mp3","53","99",
"1680","0","-1","斯坦索姆","加基森","斯坦索姆","FFFFFFFF","1","1","0","0","0","0","0","1","0","55","66","1615","0","0","map_1680_sitansuomu","10","3328","1792","false","-1","0","0","0","Music_jiajisen.mp3","53","99",
"1681","0","-1","悔恨岭","雷霆崖","悔恨岭","FFFFFFFF","1","1","0","0","0","0","0","1","0","34","43","1615","0","0","map_1681_huihenling","10","1920","1088","false","-1","0","0","0","Music_shizilukou.mp3","53","99",
"1682","0","-1","壁炉谷","加基森","壁炉谷","FFFFFFFF","1","1","0","0","0","0","0","1","0","79","20","1615","0","0","map_1682_bilugu","10","3328","1792","false","-1","0","0","0","Music_jiajisen.mp3","53","99",
"1683","0","-1","血色修道院","血色教堂","血色修道院","FFFFFFFF","1","1","0","0","0","0","0","1","0","50","53","1615","0","0","map_1683_xuesexiudaoyuan","10","2688","1920","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1684","0","-1","密室","月光林地（井）","密室","FFFFFFFF","1","1","0","0","0","0","0","1","0","38","43","1615","0","0","map_1684_xuesemishi","10","1920","1088","false","-1","0","0","0","Music_xinshoucun1.mp3","53","99",
"1685","0","-1","圣光礼拜堂","血色教堂","圣光礼拜堂","FFFFFFFF","1","1","0","0","0","0","0","1","0","76","60","1615","0","0","map_1685_shengguangzhiyuanjiaotang","10","2688","1920","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1686","0","-1","纳克萨玛斯","哀嚎洞穴","纳克萨玛斯","FFFFFFFF","1","1","0","0","0","0","0","1","0","30","31","1615","0","0","map_1686_naxx","10","2688","1536","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1687","0","-1","千针石林","加基森","千针石林","FFFFFFFF","1","1","0","0","0","0","0","1","0","76","60","1615","0","0","map_1687_qianzhenshilin","10","2688","1920","false","-1","0","0","0","Music_jiajisen.mp3","53","99",
"1688","0","-1","地窖","丧钟镇","地窖","FFFFFFFF","1","1","0","0","0","0","0","1","0","30","31","1615","0","0","map_1688_dijiao","10","2688","1536","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1689","0","-1","紫罗兰","达拉然","紫罗兰","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1689_dalaranfly","10","6400","4416","true","-1","0","0","0","Music_dalaran.mp3","53","99",
"1693","0","-1","纳格兰","加基森","纳格兰","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1693_nagelan","10","3328","1792","false","-1","0","0","0","Music_jiajisen.mp3","53","99",
"1694","0","-1","加拉达尔","十字路口","加拉达尔","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1694_jialadaer","10","3328","1792","false","-1","0","0","0","Music_shizilukou.mp3","53","99",
"1695","0","-1","战槌峡谷","哀嚎洞穴","战槌峡谷","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1695_zhanchuixiagu","10","2688","1536","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1696","0","-1","灰谷","加基森","灰谷","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1696_huigu","10","3328","1792","false","-1","0","0","0","Music_jiajisen.mp3","53","99",
"1697","0","-1","石爪山脉","雷霆崖","石爪山脉","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1697_shizhuashanmai","10","1920","1088","false","-1","0","0","0","Music_shizilukou.mp3","53","99",
"1698","0","-1","屠魔峡谷","哀嚎洞穴","屠魔峡谷","FFFFFFFF","1","1","0","0","0","0","0","1","0","100","99","1615","0","0","map_1698_tumoxiagu","10","2688","1536","false","-1","0","0","0","Music_xuese.mp3","53","99",
"1801","0","-1","巨魔之都","哀嚎洞穴","组队副本","FFFFFFFF","1","1","1","2","1615","133","39","1","0","100","99","1615","21","26","map_1801_jumozhidu","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1802","0","-1","巨魔之都","哀嚎洞穴","组队副本精英","FFFFFFFF","1","1","1","2","1615","133","39","1","0","100","99","1615","21","26","map_1802_jumozhidujingying","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1803","0","-1","诅咒之塔","血色教堂","组队副本","FFFFFFFF","1","1","1","2","1615","133","39","1","0","100","99","1615","21","26","map_1803_zuzhouzhita","10","2688","1920","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1804","0","-1","诅咒之塔","血色教堂","组队副本精英","FFFFFFFF","1","1","1","2","1615","133","39","1","0","100","99","1615","21","26","map_1804_zuzhouzhitajingying","10","2688","1920","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1805","0","-1","组队副本预留","血色教堂","副本","FFFFFFFF","1","1","1","2","1615","133","39","1","0","100","99","1615","21","26","map_1805_langrengubao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1806","0","-1","组队副本预留","血色教堂","副本","FFFFFFFF","1","1","1","2","1615","133","39","1","0","100","99","1615","21","26","map_1806_langrengubaojingying","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1807","0","-1","组队副本预留","血色教堂","副本","FFFFFFFF","1","1","1","2","1615","133","39","1","0","100","99","1615","21","26","map_1807_xuesejiaotang","10","2688","1920","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1808","0","-1","组队副本预留","血色教堂","副本","FFFFFFFF","1","1","1","2","1615","133","39","1","0","100","99","1615","21","26","map_1808_xuesejiaotangjingying","10","2688","1920","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1809","0","-1","组队副本预留","十字路口","副本","FFFFFFFF","1","1","1","2","1615","133","39","1","0","100","99","1615","21","26","map_1809_jingjigaodi","10","2432","1344","false","-1","0","0","0","Music_shizilukou.mp3","53","99",
"1810","0","-1","组队副本预留","十字路口","副本","FFFFFFFF","1","1","1","2","1615","133","39","1","0","100","99","1615","21","26","map_1810_jingjigaodijingying","10","2432","1344","false","-1","0","0","0","Music_shizilukou.mp3","53","99",
"1811","0","-1","组队副本预留","十字路口","副本","FFFFFFFF","1","1","1","2","1615","133","39","1","0","100","99","1615","21","26","map_1811_shengmiaofenchang","10","2688","1536","false","-1","0","0","0","Music_shizilukou.mp3","53","99",
"1812","0","-1","组队副本预留","十字路口","副本","FFFFFFFF","1","1","1","2","1615","133","39","1","0","100","99","1615","21","26","map_1812_shengmiaofenchangjingying","10","2688","1536","false","-1","0","0","0","Music_shizilukou.mp3","53","99",
"1821","0","-1","冰封王座","哀嚎洞穴","冰封王座40","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1821_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99","1"
"1822","0","-1","冰封王座","哀嚎洞穴","冰封王座40","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1822_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99","1"
"1823","0","-1","冰封王座","哀嚎洞穴","冰封王座40","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1823_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99","1"
"1824","0","-1","冰封王座","哀嚎洞穴","冰封王座40","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1824_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99","1"
"1839","0","-1","冰封王座","哀嚎洞穴","冰封王座40","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1839_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1825","0","-1","冰封王座","哀嚎洞穴","冰封王座70","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1825_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99","1"
"1826","0","-1","冰封王座","哀嚎洞穴","冰封王座70","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1826_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99","1"
"1827","0","-1","冰封王座","哀嚎洞穴","冰封王座70","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1827_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99","1"
"1828","0","-1","冰封王座","哀嚎洞穴","冰封王座70","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1828_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99","1"
"1829","0","-1","冰封王座","哀嚎洞穴","冰封王座70","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1829_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99","1"
"1830","0","-1","冰封王座","哀嚎洞穴","冰封王座70","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1830_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99",
"1831","0","-1","冰封王座","哀嚎洞穴","冰封王座90","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1831_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99","1"
"1832","0","-1","冰封王座","哀嚎洞穴","冰封王座90","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1832_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99","1"
"1833","0","-1","冰封王座","哀嚎洞穴","冰封王座90","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1833_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99","1"
"1834","0","-1","冰封王座","哀嚎洞穴","冰封王座90","FFFFFFFF","1","1","0","0","1615","133","39","1","0","100","99","1615","0","0","map_1834_mijingxiangyao","10","2688","1536","false","-1","0","0","0","Music_aihao.mp3","53","99","1"
